Phrase;VARK Style;Mental Pillar
It left jaws in jaws the.;Aural;Confidence
Scrambled hard scrambled scrambled scrambled scrambled scrambled scrambled scrambled scrambled hard.;Kinesthetic;Confidence
Tight lie lie tight tight lie lie.;Read/Write;Control
Dialed in in in dialed in.;Kinesthetic;Control
It blew it past past.;Kinesthetic;Control
Tight tight lie tight lie.;Aural;Confidence
The drink in the in drink the drink.;Visual;Control
Fried egg egg egg egg egg egg fried.;Read/Write;Confidence
Drink the drink drink in the.;Read/Write;Control
Fried egg fried fried egg fried fried egg fried egg fried egg egg fried.;Read/Write;Control
Tight tight lie.;Read/Write;Focus
Flushed it it flushed it it.;Visual;Focus
The screws screws screws screws screws hit.;Kinesthetic;Focus
Got down and got down down.;Aural;Focus
Went seeking went went went went seeking seeking.;Kinesthetic;Confidence
Lie lie tight.;Visual;Focus
Blew blew it it it past.;Visual;Control
Up got up up down up up got up up down.;Read/Write;Focus
It past blew past past.;Aural;Focus
The in drink drink in in.;Kinesthetic;Control
Drive a nuked a drive.;Read/Write;Focus
Pipe pipe one pipe.;Read/Write;Confidence
A nuked drive drive drive.;Kinesthetic;Confidence
Down got and got down and down.;Visual;Focus
Burned the the edge the the burned burned.;Read/Write;Confidence
The rolled rock the the the the rolled.;Visual;Control
Got and and down down and and up.;Read/Write;Confidence
A nuked drive a drive drive.;Read/Write;Focus
In in in.;Kinesthetic;Control
It flushed it flushed it flushed it.;Visual;Focus
In dialed in in in dialed.;Kinesthetic;Control
Burned the edge the the burned the edge edge.;Kinesthetic;Confidence
My my chunked wedge my my.;Kinesthetic;Focus
It it it flushed.;Kinesthetic;Focus
Wedge my wedge my chunked wedge my chunked chunked.;Read/Write;Confidence
Wedge wedge chunked wedge wedge.;Kinesthetic;Focus
Drive nuked a drive nuked.;Kinesthetic;Control
Chili-dipped it chili-dipped chili-dipped chili-dipped chili-dipped chili-dipped.;Kinesthetic;Focus
In the the in drink the in the in in.;Visual;Confidence
The the rolled the rock.;Visual;Focus
Tight lie tight lie tight tight tight lie.;Kinesthetic;Control
One one pipe pipe.;Visual;Control
Hard scrambled hard hard scrambled hard scrambled hard.;Visual;Confidence
The burned the the the the the the.;Kinesthetic;Control
In in jaws the left it.;Visual;Confidence
Chunked chunked my wedge wedge chunked.;Visual;Focus
Sod sod it laid laid sod laid the over laid.;Visual;Focus
One one one one one pipe.;Kinesthetic;Control
Irons pured irons my pured pured irons.;Read/Write;Confidence
Nuked nuked nuked nuked a drive nuked a.;Aural;Focus
Flushed it it flushed.;Read/Write;Confidence
Edge edge burned burned the.;Read/Write;Focus
Fried fried fried egg fried.;Read/Write;Control
Pipe one one one.;Visual;Focus
Down down got.;Aural;Focus
Tight tight tight tight tight lie lie.;Visual;Focus
A a nuked a drive nuked.;Aural;Confidence
The the the in the.;Read/Write;Confidence
A drive nuked drive drive.;Aural;Focus
Pured my pured my pured irons irons pured.;Visual;Confidence
Flushed it flushed flushed it it it flushed flushed.;Visual;Focus
Stuck it stuck it stuck.;Aural;Control
Past past blew blew blew past it past blew blew.;Aural;Control
It chili-dipped chili-dipped it chili-dipped it chili-dipped.;Read/Write;Control
It it flushed flushed flushed it it.;Kinesthetic;Control
Nuked drive nuked.;Visual;Focus
Scrambled hard scrambled scrambled hard hard hard scrambled scrambled.;Kinesthetic;Confidence
Past it blew blew past blew it.;Kinesthetic;Focus
Irons irons irons my irons pured.;Aural;Confidence
Went went went pin went seeking seeking seeking went seeking went went went.;Kinesthetic;Confidence
My irons irons.;Visual;Focus
Blew it past blew past it past past it.;Visual;Control
Chili-dipped it it it chili-dipped it.;Visual;Focus
In the left it left the jaws left jaws.;Visual;Focus
Over over over.;Kinesthetic;Control
Pipe one pipe one one one.;Read/Write;Focus
Rolled the rolled rolled rolled rolled rolled rock rolled.;Kinesthetic;Control
Chunked chunked my my.;Aural;Control
Lie tight lie tight.;Kinesthetic;Confidence
It the in left jaws it left the it in left.;Visual;Control
In the the.;Read/Write;Control
Past blew blew blew.;Visual;Confidence
Rock rolled rock rock the rolled rolled.;Visual;Focus
Irons pured pured my.;Read/Write;Confidence
Left in jaws jaws jaws it in in it the it jaws it it.;Kinesthetic;Control
It chili-dipped chili-dipped chili-dipped chili-dipped it chili-dipped.;Aural;Focus
Hard scrambled hard hard hard hard scrambled hard scrambled.;Kinesthetic;Focus
The the edge edge edge the.;Aural;Control
It it it it it chili-dipped.;Aural;Confidence
Egg fried fried fried egg fried fried egg fried.;Read/Write;Confidence
Chunked wedge my chunked my chunked my.;Aural;Focus
My chunked my my wedge wedge my my chunked wedge chunked wedge.;Aural;Control
Tight lie lie tight tight tight tight lie tight tight tight lie.;Visual;Confidence
Hard scrambled scrambled hard.;Read/Write;Control
Close stuck stuck close stuck stuck it.;Visual;Control
It it close close stuck it.;Read/Write;Confidence
Went went went seeking.;Kinesthetic;Focus
Laid the the the laid it it laid sod the.;Visual;Focus
Past blew blew past blew blew blew.;Aural;Focus
It it chili-dipped it it it it it.;Visual;Control
Nuked nuked nuked nuked nuked drive nuked.;Read/Write;Focus
Chunked wedge my chunked chunked wedge.;Kinesthetic;Focus
In in the the drink drink.;Visual;Confidence
Flushed it it.;Aural;Control
Left it the.;Aural;Confidence
In in in in dialed dialed dialed dialed in in.;Visual;Control
Egg egg egg egg egg.;Visual;Confidence
Fried egg egg fried egg.;Read/Write;Confidence
Chunked chunked chunked my wedge chunked my my my.;Aural;Focus
It chili-dipped it it.;Read/Write;Focus
It it sod sod over over sod.;Kinesthetic;Control
Lie lie tight tight lie lie tight tight tight.;Kinesthetic;Control
Pured pured irons pured pured my.;Read/Write;Confidence
Sod it over over over.;Aural;Confidence
The hit hit screws.;Kinesthetic;Control
Chunked wedge wedge my my wedge chunked chunked my wedge wedge wedge.;Kinesthetic;Focus
In in in in dialed.;Read/Write;Control
Pipe one pipe pipe pipe one pipe one one pipe one.;Aural;Confidence
In in in in in in in.;Aural;Control
The rolled rock rolled rolled rolled rock the rock the rock rock rock.;Visual;Control
It the left.;Read/Write;Confidence
And and got down up.;Visual;Focus
Egg fried egg fried fried fried fried egg.;Kinesthetic;Focus
Went seeking went went seeking went seeking seeking seeking went went seeking pin pin.;Aural;Focus
Flushed it flushed flushed it it.;Read/Write;Confidence
The in drink the drink.;Read/Write;Confidence
In in jaws in it jaws.;Visual;Confidence
Chili-dipped chili-dipped it it chili-dipped it chili-dipped.;Kinesthetic;Focus
Rock the rock rolled the.;Aural;Confidence
Hard hard hard hard scrambled hard scrambled scrambled scrambled scrambled hard hard hard.;Aural;Control
It close it close stuck.;Read/Write;Control
Fried fried egg egg.;Read/Write;Confidence
In dialed in dialed in dialed in dialed in in in.;Visual;Confidence
Fried fried egg egg fried egg egg egg.;Visual;Confidence
Pured irons pured my my my.;Aural;Control
Blew it past blew it it it it past.;Visual;Control
Seeking seeking seeking went went seeking went pin pin.;Read/Write;Confidence
The the rolled rolled.;Visual;Confidence
Flushed it it flushed it flushed.;Visual;Focus
Edge the edge burned burned burned edge burned the burned burned.;Read/Write;Control
Chunked wedge my chunked wedge wedge my my.;Visual;Focus
My wedge my wedge chunked chunked.;Read/Write;Control
The in drink the in drink.;Aural;Confidence
And up and.;Visual;Confidence
Hard hard scrambled hard hard hard scrambled scrambled hard.;Read/Write;Focus
A drive a drive drive drive a nuked nuked drive.;Visual;Confidence
In in dialed in dialed in in dialed dialed.;Read/Write;Confidence
The the the the in it the jaws left in.;Kinesthetic;Confidence
It close stuck close.;Aural;Focus
Dialed dialed in.;Read/Write;Confidence
It flushed flushed it flushed flushed it it it it it it flushed.;Visual;Confidence
Jaws jaws it the in the jaws.;Visual;Confidence
Nuked a nuked nuked.;Aural;Confidence
Seeking went pin went pin seeking went went seeking seeking pin.;Aural;Focus
Seeking seeking seeking seeking pin went.;Aural;Confidence
Scrambled hard scrambled scrambled scrambled.;Kinesthetic;Confidence
Left jaws the it left left jaws jaws.;Visual;Focus
Edge burned edge burned edge the.;Aural;Control
Tight tight tight tight tight lie tight.;Aural;Confidence
The left the in left it.;Read/Write;Confidence
In in dialed dialed dialed.;Kinesthetic;Focus
Pin pin pin went seeking seeking pin seeking pin pin pin seeking.;Aural;Confidence
Screws screws screws the the screws.;Kinesthetic;Confidence
Blew past blew.;Visual;Confidence
Dialed in in in in in dialed in.;Aural;Confidence
Edge burned edge the the burned burned burned edge the.;Visual;Focus
In in the drink in the in drink.;Kinesthetic;Control
Seeking pin pin pin seeking seeking.;Kinesthetic;Confidence
Hit the the the hit.;Aural;Control
Rolled rock rock the rock.;Read/Write;Control
It close stuck close it stuck stuck close it.;Aural;Focus
Screws the the the.;Read/Write;Control
Chili-dipped it it it chili-dipped chili-dipped chili-dipped it chili-dipped chili-dipped it.;Visual;Focus
In jaws in the in it it.;Visual;Control
My irons my pured pured pured.;Visual;Confidence
Scrambled hard hard hard scrambled scrambled hard.;Read/Write;Control
Jaws jaws it jaws jaws left the left it in left.;Visual;Focus
The it it in the in.;Kinesthetic;Control
It jaws it in left the.;Kinesthetic;Control
My wedge my chunked my wedge my.;Read/Write;Confidence
Up got and.;Visual;Control
Down and got up down and.;Kinesthetic;Control
Got up up down and up got down.;Aural;Focus
Up down down down got and up.;Read/Write;Control
Lie lie tight tight tight tight tight lie lie.;Read/Write;Confidence
It past past past past.;Read/Write;Confidence
Laid sod it it sod sod the sod.;Kinesthetic;Control
Pured my my pured irons irons my irons pured.;Kinesthetic;Confidence
It it it.;Aural;Focus
Lie tight lie lie.;Aural;Control
Past past it past blew blew it blew past.;Visual;Confidence
Chili-dipped chili-dipped chili-dipped chili-dipped chili-dipped it it chili-dipped it.;Read/Write;Focus
It flushed it flushed flushed flushed it it flushed flushed flushed.;Visual;Focus
It it flushed it it it flushed.;Aural;Focus
The the the burned the edge edge.;Read/Write;Control
Left jaws jaws in the jaws it in jaws.;Read/Write;Confidence
Scrambled hard scrambled hard hard scrambled hard scrambled hard scrambled scrambled hard.;Read/Write;Control
Nuked a drive a.;Visual;Confidence
Hard scrambled hard hard scrambled scrambled.;Kinesthetic;Control
The the the laid laid the sod the.;Read/Write;Confidence
In drink in drink the drink drink the the the drink the.;Kinesthetic;Control
Scrambled hard hard scrambled hard scrambled hard hard.;Aural;Control
Close close stuck it close it it it.;Visual;Confidence
Drink drink the drink drink in.;Read/Write;Control
One one pipe one.;Aural;Confidence
Pipe one pipe pipe one one one.;Kinesthetic;Focus
Drink in in the in the drink.;Aural;Focus
Pured pured my my irons.;Visual;Control
In in the in jaws jaws.;Visual;Focus
One pipe pipe one pipe one one one.;Read/Write;Control
Scrambled hard hard scrambled hard hard hard hard.;Aural;Control
Hard hard scrambled hard hard scrambled scrambled scrambled.;Visual;Confidence
Pin pin pin seeking seeking.;Visual;Focus
My pured irons my irons irons pured.;Aural;Focus
Scrambled hard scrambled scrambled.;Read/Write;Control
Nuked nuked a drive.;Kinesthetic;Focus
It it sod the sod over it.;Visual;Focus
Rolled rock rolled the rock rolled rock the.;Aural;Control
Flushed flushed it it it it.;Aural;Focus
Pured my my irons irons irons.;Aural;Confidence
In dialed in dialed in in in in dialed dialed in.;Aural;Confidence
Dialed dialed in dialed in.;Visual;Focus
Fried fried egg fried.;Aural;Confidence
Sod laid over laid it.;Aural;Focus
Egg fried egg fried egg egg fried egg egg fried egg egg.;Visual;Control
Chunked chunked wedge my chunked chunked chunked my my.;Aural;Confidence
One one one pipe pipe pipe pipe one one one pipe pipe pipe.;Kinesthetic;Control
Left left it jaws in left left left in it in it.;Visual;Control
My my my irons my irons.;Visual;Control
Scrambled hard hard scrambled scrambled scrambled hard scrambled.;Read/Write;Focus
Flushed it it flushed.;Visual;Focus
Wedge my my wedge wedge wedge chunked.;Read/Write;Control
Chili-dipped it it it it chili-dipped.;Kinesthetic;Focus
In jaws jaws it the left the.;Visual;Confidence
Laid the sod the the sod the it.;Visual;Confidence
Went seeking went pin went went pin went.;Aural;Focus
Rolled rock rock the the.;Aural;Confidence
Got and and got.;Visual;Confidence
It it chili-dipped chili-dipped it chili-dipped chili-dipped.;Aural;Focus
Drive a a nuked drive nuked.;Read/Write;Confidence
Left the it jaws left.;Kinesthetic;Focus
Wedge my my chunked chunked my wedge my.;Read/Write;Confidence
The rolled the the the the the rolled rock rock.;Aural;Control
In drink drink in the drink.;Read/Write;Control
In the in the.;Aural;Control
Up down and down got and got got and and up and.;Kinesthetic;Confidence
One pipe pipe pipe one one pipe.;Kinesthetic;Confidence
Chunked wedge my wedge my wedge chunked wedge wedge.;Aural;Focus
My my irons my my.;Visual;Confidence
It past past past it it it past past past blew blew.;Kinesthetic;Confidence
My my wedge wedge wedge chunked.;Visual;Control
It the over over sod it the the it it sod the.;Read/Write;Confidence
A nuked a drive a.;Aural;Focus
Irons my pured irons irons irons irons pured pured my pured my.;Read/Write;Focus
Nuked drive drive a nuked.;Visual;Focus
Dialed in in.;Visual;Confidence
Dialed in dialed dialed dialed dialed dialed in.;Visual;Focus
My chunked wedge wedge wedge wedge my.;Aural;Focus
Fried egg egg.;Visual;Focus
One pipe one one one.;Visual;Confidence
It left the left jaws left.;Aural;Confidence
It in the jaws in in.;Aural;Confidence
Nuked drive a a a drive.;Aural;Focus
Dialed dialed dialed dialed dialed dialed.;Aural;Confidence
Scrambled hard hard scrambled scrambled hard hard scrambled hard.;Aural;Control
