User Phrase;VARK Style;Pillar;Mood
Wait, so was I supposed to breathe there?;Aural;Focus;excited
Ugh, total brain fog on that hole...;Visual;Confidence;confused
Does this count as visualization?;Kinesthetic;Confidence;excited
Hey coach, was that reset okay?;Aural;Confidence;pumped
Hey coach, was that reset okay?;Read/Write;Focus;confused
Hey coach, was that reset okay?;Read/Write;Confidence;pumped
I kinda zoned out mid-round 😶;Visual;Control;confused
Ugh, total brain fog on that hole...;Aural;Confidence;pumped
Hey coach, was that reset okay?;Kinesthetic;Control;shy
Can I get a redo on that swing?;Read/Write;Focus;bored
Does this count as visualization?;Read/Write;Control;confused
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Focus;shy
I kinda zoned out mid-round 😶;Aural;Focus;shy
Can I get a redo on that swing?;Visual;Focus;excited
Not feelin' my routine today 😕;Read/Write;Control;pumped
Whoa, I just aced my focus drill!;Aural;Control;confused
Wait, so was I supposed to breathe there?;Visual;Focus;confused
I actually crushed it this time!;Read/Write;Confidence;shy
Can I get a redo on that swing?;Read/Write;Control;pumped
Can I get a redo on that swing?;Visual;Control;excited
Can I get a redo on that swing?;Aural;Control;pumped
Wait, so was I supposed to breathe there?;Read/Write;Control;confused
Ugh, total brain fog on that hole...;Read/Write;Focus;confused
Not feelin' my routine today 😕;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Aural;Focus;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;shy
I kinda zoned out mid-round 😶;Aural;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;shy
I kinda zoned out mid-round 😶;Visual;Confidence;pumped
Can I get a redo on that swing?;Aural;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Focus;shy
Wait, so was I supposed to breathe there?;Visual;Control;bored
Does this count as visualization?;Visual;Confidence;confused
I kinda zoned out mid-round 😶;Kinesthetic;Control;pumped
Does this count as visualization?;Visual;Control;pumped
Does this count as visualization?;Aural;Control;bored
I kinda zoned out mid-round 😶;Kinesthetic;Control;shy
Does this count as visualization?;Kinesthetic;Confidence;confused
Does this count as visualization?;Aural;Control;confused
I kinda zoned out mid-round 😶;Read/Write;Control;pumped
Wait, so was I supposed to breathe there?;Visual;Control;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Control;bored
Not feelin' my routine today 😕;Read/Write;Control;bored
Whoa, I just aced my focus drill!;Visual;Confidence;bored
Does this count as visualization?;Aural;Focus;excited
Hey coach, was that reset okay?;Visual;Focus;excited
Ugh, total brain fog on that hole...;Kinesthetic;Control;shy
Does this count as visualization?;Read/Write;Confidence;shy
Whoa, I just aced my focus drill!;Visual;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;bored
Can I get a redo on that swing?;Read/Write;Control;shy
Ugh, total brain fog on that hole...;Read/Write;Control;bored
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;excited
Hey coach, was that reset okay?;Visual;Confidence;bored
Hey coach, was that reset okay?;Aural;Control;confused
Whoa, I just aced my focus drill!;Kinesthetic;Control;shy
I actually crushed it this time!;Visual;Control;bored
Hey coach, was that reset okay?;Kinesthetic;Confidence;shy
I kinda zoned out mid-round 😶;Read/Write;Control;shy
Wait, so was I supposed to breathe there?;Aural;Control;pumped
Ugh, total brain fog on that hole...;Read/Write;Focus;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;bored
Whoa, I just aced my focus drill!;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;shy
Does this count as visualization?;Visual;Focus;excited
Whoa, I just aced my focus drill!;Aural;Confidence;bored
I kinda zoned out mid-round 😶;Visual;Focus;confused
Can I get a redo on that swing?;Aural;Control;shy
Does this count as visualization?;Read/Write;Control;shy
Wait, so was I supposed to breathe there?;Kinesthetic;Control;bored
Wait, so was I supposed to breathe there?;Visual;Control;bored
I kinda zoned out mid-round 😶;Aural;Confidence;pumped
Whoa, I just aced my focus drill!;Visual;Focus;confused
Not feelin' my routine today 😕;Aural;Focus;excited
Can I get a redo on that swing?;Aural;Confidence;confused
Does this count as visualization?;Visual;Control;excited
Hey coach, was that reset okay?;Read/Write;Confidence;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;shy
Can I get a redo on that swing?;Aural;Confidence;pumped
Whoa, I just aced my focus drill!;Visual;Focus;shy
Wait, so was I supposed to breathe there?;Visual;Confidence;shy
Ugh, total brain fog on that hole...;Kinesthetic;Control;confused
Hey coach, was that reset okay?;Aural;Control;excited
Wait, so was I supposed to breathe there?;Visual;Confidence;bored
Does this count as visualization?;Aural;Focus;pumped
I actually crushed it this time!;Kinesthetic;Control;shy
Whoa, I just aced my focus drill!;Visual;Confidence;confused
Hey coach, was that reset okay?;Kinesthetic;Focus;shy
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;excited
Wait, so was I supposed to breathe there?;Read/Write;Control;excited
I actually crushed it this time!;Read/Write;Control;confused
Not feelin' my routine today 😕;Visual;Confidence;shy
Ugh, total brain fog on that hole...;Read/Write;Control;pumped
I actually crushed it this time!;Aural;Confidence;bored
Does this count as visualization?;Aural;Focus;bored
Hey coach, was that reset okay?;Kinesthetic;Focus;bored
I kinda zoned out mid-round 😶;Read/Write;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;confused
Ugh, total brain fog on that hole...;Aural;Control;shy
Whoa, I just aced my focus drill!;Visual;Control;shy
Can I get a redo on that swing?;Read/Write;Focus;confused
I kinda zoned out mid-round 😶;Visual;Control;shy
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;pumped
Wait, so was I supposed to breathe there?;Aural;Control;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;confused
I actually crushed it this time!;Visual;Control;pumped
I actually crushed it this time!;Kinesthetic;Confidence;pumped
Wait, so was I supposed to breathe there?;Aural;Control;bored
Whoa, I just aced my focus drill!;Read/Write;Control;bored
Ugh, total brain fog on that hole...;Visual;Confidence;excited
I actually crushed it this time!;Visual;Control;excited
Does this count as visualization?;Kinesthetic;Focus;shy
Whoa, I just aced my focus drill!;Kinesthetic;Focus;bored
Wait, so was I supposed to breathe there?;Aural;Focus;pumped
Ugh, total brain fog on that hole...;Kinesthetic;Control;shy
I actually crushed it this time!;Read/Write;Focus;excited
Whoa, I just aced my focus drill!;Aural;Control;excited
Does this count as visualization?;Visual;Control;pumped
Not feelin' my routine today 😕;Visual;Confidence;confused
Whoa, I just aced my focus drill!;Visual;Confidence;excited
Ugh, total brain fog on that hole...;Read/Write;Control;shy
Wait, so was I supposed to breathe there?;Read/Write;Focus;excited
Can I get a redo on that swing?;Kinesthetic;Control;bored
Not feelin' my routine today 😕;Aural;Focus;bored
Not feelin' my routine today 😕;Aural;Focus;bored
Wait, so was I supposed to breathe there?;Visual;Focus;bored
Hey coach, was that reset okay?;Visual;Confidence;bored
Does this count as visualization?;Kinesthetic;Control;shy
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;shy
Whoa, I just aced my focus drill!;Read/Write;Confidence;shy
Not feelin' my routine today 😕;Aural;Control;excited
Ugh, total brain fog on that hole...;Aural;Control;excited
I actually crushed it this time!;Read/Write;Focus;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;bored
Wait, so was I supposed to breathe there?;Read/Write;Control;shy
Not feelin' my routine today 😕;Aural;Confidence;shy
Not feelin' my routine today 😕;Aural;Focus;excited
Not feelin' my routine today 😕;Read/Write;Control;excited
I actually crushed it this time!;Aural;Focus;excited
Hey coach, was that reset okay?;Visual;Confidence;excited
Not feelin' my routine today 😕;Kinesthetic;Focus;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;shy
Does this count as visualization?;Visual;Confidence;bored
Hey coach, was that reset okay?;Visual;Control;bored
Not feelin' my routine today 😕;Kinesthetic;Control;confused
Does this count as visualization?;Read/Write;Focus;shy
Hey coach, was that reset okay?;Read/Write;Focus;excited
Hey coach, was that reset okay?;Read/Write;Control;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;shy
I actually crushed it this time!;Read/Write;Focus;excited
Not feelin' my routine today 😕;Kinesthetic;Control;confused
Does this count as visualization?;Read/Write;Confidence;pumped
Wait, so was I supposed to breathe there?;Aural;Focus;confused
Hey coach, was that reset okay?;Aural;Control;confused
I kinda zoned out mid-round 😶;Visual;Control;shy
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;excited
Not feelin' my routine today 😕;Visual;Focus;excited
Can I get a redo on that swing?;Read/Write;Focus;shy
Ugh, total brain fog on that hole...;Visual;Control;pumped
Not feelin' my routine today 😕;Kinesthetic;Focus;shy
Not feelin' my routine today 😕;Aural;Confidence;shy
Hey coach, was that reset okay?;Visual;Control;pumped
I actually crushed it this time!;Read/Write;Confidence;pumped
Does this count as visualization?;Aural;Confidence;pumped
Hey coach, was that reset okay?;Kinesthetic;Focus;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;excited
Ugh, total brain fog on that hole...;Read/Write;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Aural;Focus;shy
Hey coach, was that reset okay?;Visual;Confidence;confused
Wait, so was I supposed to breathe there?;Read/Write;Confidence;confused
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;bored
Whoa, I just aced my focus drill!;Visual;Control;excited
I kinda zoned out mid-round 😶;Visual;Control;confused
I actually crushed it this time!;Visual;Control;bored
Whoa, I just aced my focus drill!;Visual;Control;confused
Whoa, I just aced my focus drill!;Aural;Confidence;excited
Can I get a redo on that swing?;Kinesthetic;Control;shy
Wait, so was I supposed to breathe there?;Aural;Focus;bored
Whoa, I just aced my focus drill!;Visual;Focus;excited
Wait, so was I supposed to breathe there?;Aural;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;excited
I kinda zoned out mid-round 😶;Aural;Confidence;bored
Hey coach, was that reset okay?;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Read/Write;Focus;shy
Wait, so was I supposed to breathe there?;Aural;Confidence;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;pumped
Hey coach, was that reset okay?;Visual;Confidence;excited
I actually crushed it this time!;Kinesthetic;Control;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;excited
I kinda zoned out mid-round 😶;Visual;Control;bored
Hey coach, was that reset okay?;Kinesthetic;Confidence;confused
I kinda zoned out mid-round 😶;Aural;Focus;bored
Can I get a redo on that swing?;Kinesthetic;Control;bored
Ugh, total brain fog on that hole...;Kinesthetic;Control;pumped
Can I get a redo on that swing?;Kinesthetic;Control;confused
Hey coach, was that reset okay?;Read/Write;Confidence;shy
Whoa, I just aced my focus drill!;Aural;Control;shy
Does this count as visualization?;Read/Write;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Aural;Focus;confused
Hey coach, was that reset okay?;Read/Write;Control;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Control;pumped
Can I get a redo on that swing?;Aural;Confidence;bored
I kinda zoned out mid-round 😶;Visual;Confidence;pumped
Can I get a redo on that swing?;Kinesthetic;Confidence;bored
Ugh, total brain fog on that hole...;Kinesthetic;Focus;pumped
Hey coach, was that reset okay?;Aural;Confidence;bored
I actually crushed it this time!;Kinesthetic;Control;pumped
Not feelin' my routine today 😕;Kinesthetic;Confidence;bored
Wait, so was I supposed to breathe there?;Read/Write;Confidence;bored
Does this count as visualization?;Read/Write;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Control;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;excited
Whoa, I just aced my focus drill!;Visual;Focus;excited
Wait, so was I supposed to breathe there?;Visual;Control;excited
I actually crushed it this time!;Visual;Confidence;shy
Does this count as visualization?;Visual;Confidence;bored
Can I get a redo on that swing?;Kinesthetic;Focus;confused
Can I get a redo on that swing?;Kinesthetic;Focus;confused
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;excited
Not feelin' my routine today 😕;Read/Write;Focus;excited
Hey coach, was that reset okay?;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Kinesthetic;Control;confused
Not feelin' my routine today 😕;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Aural;Control;shy
Pretty sure my confidence just leveled up 🔥;Visual;Control;bored
Ugh, total brain fog on that hole...;Kinesthetic;Control;shy
Can I get a redo on that swing?;Visual;Confidence;bored
