Phrase,Intent,Tags,Notes
"Took a 3-wood from 60 yards from the bunker, result was hit a tree.",ShotLog.Technical,"Club:3-wood,Distance:60 yards,Condition:from the bunker,Shape:draw,Outcome:hit a tree,Hole:hole 15",Technical shot voice log for NLP training
"Hit a 6-iron from 90 yards , and it in the rough.",ShotLog.Technical,"Club:6-iron,Distance:90 yards,Condition:None,Shape:push,Outcome:in the rough,Hole:hole 13",Technical shot voice log for NLP training
Hit a putter from 80 yards into the wind.,ShotLog.Technical,"Club:putter,Distance:80 yards,Condition:into the wind,Shape:hook,Outcome:missed left,Hole:hole 6",Technical shot voice log for NLP training
Pushed a hybrid into the on the fairway.,ShotLog.Technical,"Club:hybrid,Distance:200 yards,Condition:wet fairway,Shape:fade,Outcome:on the fairway,Hole:hole 12",Technical shot voice log for NLP training
Pushed a putter into the hit a tree.,ShotLog.Technical,"Club:putter,Distance:15 feet,Condition:from the bunker,Shape:hook,Outcome:hit a tree,Hole:hole 17",Technical shot voice log for NLP training
"Putting for 210 yards, missed in the rough.",ShotLog.Technical,"Club:lob wedge,Distance:210 yards,Condition:into the wind,Shape:hook,Outcome:in the rough,Hole:hole 12",Technical shot voice log for NLP training
"Hit a driver from 60 yards, shot a draw.",ShotLog.Technical,"Club:driver,Distance:60 yards,Condition:crosswind from the left,Shape:draw,Outcome:missed right,Hole:hole 8",Technical shot voice log for NLP training
Hit a hybrid from 110 yards.,ShotLog.Technical,"Club:hybrid,Distance:110 yards,Condition:None,Shape:draw,Outcome:landed on the green,Hole:hole 10",Technical shot voice log for NLP training
"Hit a pitching wedge from 230 yards from a bad lie, and it rolled off the back.",ShotLog.Technical,"Club:pitching wedge,Distance:230 yards,Condition:from a bad lie,Shape:fade,Outcome:rolled off the back,Hole:hole 8",Technical shot voice log for NLP training
"Played a fade with my 3-iron from 85 feet, ended up stayed on the fringe.",ShotLog.Technical,"Club:3-iron,Distance:85 feet,Condition:from the bunker,Shape:fade,Outcome:stayed on the fringe,Hole:hole 12",Technical shot voice log for NLP training
Pushed a pitching wedge into the on the fairway.,ShotLog.Technical,"Club:pitching wedge,Distance:70 yards,Condition:with a tailwind,Shape:None,Outcome:on the fairway,Hole:hole 8",Technical shot voice log for NLP training
"Hit a hybrid from 90 feet off the tee, and it in the rough.",ShotLog.Technical,"Club:hybrid,Distance:90 feet,Condition:off the tee,Shape:push,Outcome:in the rough,Hole:hole 13",Technical shot voice log for NLP training
"9-iron shot from 220 yards, off a downhill slope, landed missed left.",ShotLog.Technical,"Club:9-iron,Distance:220 yards,Condition:off a downhill slope,Shape:None,Outcome:missed left,Hole:hole 6",Technical shot voice log for NLP training
"Pitching wedge shot from 110 yards, uphill, landed in the bunker.",ShotLog.Technical,"Club:pitching wedge,Distance:110 yards,Condition:uphill,Shape:straight,Outcome:in the bunker,Hole:hole 4",Technical shot voice log for NLP training
"Hit a 6-iron from 10 feet, shot a push.",ShotLog.Technical,"Club:6-iron,Distance:10 feet,Condition:dry fairway,Shape:push,Outcome:on the fairway,Hole:hole 13",Technical shot voice log for NLP training
"Hit a hybrid from 35 feet , and it .",ShotLog.Technical,"Club:hybrid,Distance:35 feet,Condition:None,Shape:push,Outcome:None,Hole:hole 17",Technical shot voice log for NLP training
"2-iron shot from 260 yards, with a headwind, landed landed on the green.",ShotLog.Technical,"Club:2-iron,Distance:260 yards,Condition:with a headwind,Shape:straight,Outcome:landed on the green,Hole:hole 13",Technical shot voice log for NLP training
"Played a push with my 3-iron from 90 feet, ended up missed short.",ShotLog.Technical,"Club:3-iron,Distance:90 feet,Condition:uphill,Shape:push,Outcome:missed short,Hole:hole 16",Technical shot voice log for NLP training
Hit a lob wedge from 220 yards.,ShotLog.Technical,"Club:lob wedge,Distance:220 yards,Condition:from the bunker,Shape:straight,Outcome:rolled off the back,Hole:hole 11",Technical shot voice log for NLP training
Pushed a 7-iron into the landed on the green.,ShotLog.Technical,"Club:7-iron,Distance:45 feet,Condition:from the bunker,Shape:fade,Outcome:landed on the green,Hole:hole 15",Technical shot voice log for NLP training
"Hit a 6-iron from 70 feet, shot a draw.",ShotLog.Technical,"Club:6-iron,Distance:70 feet,Condition:with a tailwind,Shape:draw,Outcome:in the water,Hole:hole 13",Technical shot voice log for NLP training
Pushed a 7-iron into the .,ShotLog.Technical,"Club:7-iron,Distance:55 feet,Condition:from the bunker,Shape:draw,Outcome:None,Hole:hole 10",Technical shot voice log for NLP training
"Took a 5-wood from 60 feet tight lie, result was on the fairway.",ShotLog.Technical,"Club:5-wood,Distance:60 feet,Condition:tight lie,Shape:push,Outcome:on the fairway,Hole:hole 4",Technical shot voice log for NLP training
"Putting for 80 yards, missed landed on the green.",ShotLog.Technical,"Club:pitching wedge,Distance:80 yards,Condition:uphill,Shape:fade,Outcome:landed on the green,Hole:hole 11",Technical shot voice log for NLP training
Pushed a 9-iron into the missed left.,ShotLog.Technical,"Club:9-iron,Distance:120 yards,Condition:from a bad lie,Shape:push,Outcome:missed left,Hole:hole 9",Technical shot voice log for NLP training
"Played a hook with my 3-iron from 120 yards, ended up missed right.",ShotLog.Technical,"Club:3-iron,Distance:120 yards,Condition:from the bunker,Shape:hook,Outcome:missed right,Hole:hole 8",Technical shot voice log for NLP training
Hit a 6-iron from 35 feet dry fairway.,ShotLog.Technical,"Club:6-iron,Distance:35 feet,Condition:dry fairway,Shape:pull,Outcome:stayed on the fringe,Hole:hole 7",Technical shot voice log for NLP training
Pushed a 3-iron into the missed right.,ShotLog.Technical,"Club:3-iron,Distance:300 yards,Condition:uphill,Shape:draw,Outcome:missed right,Hole:hole 14",Technical shot voice log for NLP training
Hit a sand wedge from 70 feet.,ShotLog.Technical,"Club:sand wedge,Distance:70 feet,Condition:from the bunker,Shape:push,Outcome:stayed on the fringe,Hole:hole 15",Technical shot voice log for NLP training
"Hit a 5-wood from 210 yards, shot a pull.",ShotLog.Technical,"Club:5-wood,Distance:210 yards,Condition:from the rough,Shape:pull,Outcome:in the water,Hole:hole 12",Technical shot voice log for NLP training
"Hit a 9-iron from 45 feet into the wind, and it landed on the green.",ShotLog.Technical,"Club:9-iron,Distance:45 feet,Condition:into the wind,Shape:hook,Outcome:landed on the green,Hole:hole 18",Technical shot voice log for NLP training
"Hit a 3-wood from 140 yards, shot a pull.",ShotLog.Technical,"Club:3-wood,Distance:140 yards,Condition:None,Shape:pull,Outcome:landed on the green,Hole:hole 5",Technical shot voice log for NLP training
Hit a putter from 60 yards off the tee.,ShotLog.Technical,"Club:putter,Distance:60 yards,Condition:off the tee,Shape:pull,Outcome:in the water,Hole:hole 2",Technical shot voice log for NLP training
"Hit a 5-iron from 210 yards tight lie, and it .",ShotLog.Technical,"Club:5-iron,Distance:210 yards,Condition:tight lie,Shape:slice,Outcome:None,Hole:hole 11",Technical shot voice log for NLP training
Hit a pitching wedge from 120 yards.,ShotLog.Technical,"Club:pitching wedge,Distance:120 yards,Condition:from the bunker,Shape:slice,Outcome:missed long,Hole:hole 13",Technical shot voice log for NLP training
"Hit a pitching wedge from 70 yards, shot a draw.",ShotLog.Technical,"Club:pitching wedge,Distance:70 yards,Condition:off the tee,Shape:draw,Outcome:missed short,Hole:hole 5",Technical shot voice log for NLP training
"Hit a 9-iron from 65 feet off the tee, and it missed right.",ShotLog.Technical,"Club:9-iron,Distance:65 feet,Condition:off the tee,Shape:slice,Outcome:missed right,Hole:hole 14",Technical shot voice log for NLP training
"Used my 4-iron on hole 16, 5 feet, tight lie.",ShotLog.Technical,"Club:4-iron,Distance:5 feet,Condition:tight lie,Shape:pull,Outcome:missed left,Hole:hole 16",Technical shot voice log for NLP training
"Hit a driver from 95 feet , and it in the water.",ShotLog.Technical,"Club:driver,Distance:95 feet,Condition:None,Shape:pull,Outcome:in the water,Hole:hole 15",Technical shot voice log for NLP training
"Played a fade with my 6-iron from 90 feet, ended up in the water.",ShotLog.Technical,"Club:6-iron,Distance:90 feet,Condition:with a headwind,Shape:fade,Outcome:in the water,Hole:hole 13",Technical shot voice log for NLP training
"Played a slice with my 8-iron from 270 yards, ended up missed left.",ShotLog.Technical,"Club:8-iron,Distance:270 yards,Condition:wet fairway,Shape:slice,Outcome:missed left,Hole:hole 16",Technical shot voice log for NLP training
Pushed a 6-iron into the stayed on the fringe.,ShotLog.Technical,"Club:6-iron,Distance:180 yards,Condition:dry fairway,Shape:straight,Outcome:stayed on the fringe,Hole:hole 13",Technical shot voice log for NLP training
"Used my 5-iron on hole 18, 90 yards, .",ShotLog.Technical,"Club:5-iron,Distance:90 yards,Condition:None,Shape:pull,Outcome:in the rough,Hole:hole 18",Technical shot voice log for NLP training
"Used my sand wedge on hole 11, 80 feet, with a tailwind.",ShotLog.Technical,"Club:sand wedge,Distance:80 feet,Condition:with a tailwind,Shape:push,Outcome:in the rough,Hole:hole 11",Technical shot voice log for NLP training
"Hit a 7-iron from 290 yards, shot a draw.",ShotLog.Technical,"Club:7-iron,Distance:290 yards,Condition:wet fairway,Shape:draw,Outcome:stayed on the fringe,Hole:hole 6",Technical shot voice log for NLP training
"Hit a sand wedge from 200 yards with a headwind, and it missed right.",ShotLog.Technical,"Club:sand wedge,Distance:200 yards,Condition:with a headwind,Shape:None,Outcome:missed right,Hole:hole 13",Technical shot voice log for NLP training
"Used my driver on hole 8, 200 yards, dry fairway.",ShotLog.Technical,"Club:driver,Distance:200 yards,Condition:dry fairway,Shape:straight,Outcome:on the fairway,Hole:hole 8",Technical shot voice log for NLP training
"Putting for 70 feet, missed missed left.",ShotLog.Technical,"Club:3-wood,Distance:70 feet,Condition:from a bad lie,Shape:straight,Outcome:missed left,Hole:hole 10",Technical shot voice log for NLP training
"Putting for 10 feet, missed .",ShotLog.Technical,"Club:5-iron,Distance:10 feet,Condition:None,Shape:pull,Outcome:None,Hole:hole 9",Technical shot voice log for NLP training
"Played a slice with my putter from 210 yards, ended up in the rough.",ShotLog.Technical,"Club:putter,Distance:210 yards,Condition:off the tee,Shape:slice,Outcome:in the rough,Hole:hole 4",Technical shot voice log for NLP training
"Took a 4-iron from 65 feet wet fairway, result was in the rough.",ShotLog.Technical,"Club:4-iron,Distance:65 feet,Condition:wet fairway,Shape:push,Outcome:in the rough,Hole:hole 18",Technical shot voice log for NLP training
"3-wood shot from 70 feet, off the tee, landed on the fairway.",ShotLog.Technical,"Club:3-wood,Distance:70 feet,Condition:off the tee,Shape:None,Outcome:on the fairway,Hole:hole 9",Technical shot voice log for NLP training
"3-wood shot from 130 yards, wet fairway, landed rolled off the back.",ShotLog.Technical,"Club:3-wood,Distance:130 yards,Condition:wet fairway,Shape:draw,Outcome:rolled off the back,Hole:hole 1",Technical shot voice log for NLP training
"Played a push with my 3-iron from 55 feet, ended up on the fairway.",ShotLog.Technical,"Club:3-iron,Distance:55 feet,Condition:dry fairway,Shape:push,Outcome:on the fairway,Hole:hole 18",Technical shot voice log for NLP training
"Hit a driver from 260 yards, shot a pull.",ShotLog.Technical,"Club:driver,Distance:260 yards,Condition:with a headwind,Shape:pull,Outcome:hit a tree,Hole:hole 10",Technical shot voice log for NLP training
"Putting for 60 yards, missed landed on the green.",ShotLog.Technical,"Club:3-iron,Distance:60 yards,Condition:tight lie,Shape:push,Outcome:landed on the green,Hole:hole 14",Technical shot voice log for NLP training
Hit a pitching wedge from 220 yards.,ShotLog.Technical,"Club:pitching wedge,Distance:220 yards,Condition:off the tee,Shape:straight,Outcome:missed long,Hole:hole 17",Technical shot voice log for NLP training
Hit a 7-iron from 60 yards from a bad lie.,ShotLog.Technical,"Club:7-iron,Distance:60 yards,Condition:from a bad lie,Shape:slice,Outcome:missed long,Hole:hole 2",Technical shot voice log for NLP training
"Took a pitching wedge from 70 yards crosswind from the left, result was missed left.",ShotLog.Technical,"Club:pitching wedge,Distance:70 yards,Condition:crosswind from the left,Shape:hook,Outcome:missed left,Hole:hole 5",Technical shot voice log for NLP training
Hit a 3-iron from 45 feet.,ShotLog.Technical,"Club:3-iron,Distance:45 feet,Condition:into the wind,Shape:slice,Outcome:stayed on the fringe,Hole:hole 4",Technical shot voice log for NLP training
Pushed a pitching wedge into the .,ShotLog.Technical,"Club:pitching wedge,Distance:90 yards,Condition:off a downhill slope,Shape:fade,Outcome:None,Hole:hole 8",Technical shot voice log for NLP training
Hit a 5-wood from 260 yards dry fairway.,ShotLog.Technical,"Club:5-wood,Distance:260 yards,Condition:dry fairway,Shape:hook,Outcome:landed on the green,Hole:hole 17",Technical shot voice log for NLP training
"Putting for 50 yards, missed rolled off the back.",ShotLog.Technical,"Club:2-iron,Distance:50 yards,Condition:from a bad lie,Shape:straight,Outcome:rolled off the back,Hole:hole 12",Technical shot voice log for NLP training
Pushed a pitching wedge into the in the bunker.,ShotLog.Technical,"Club:pitching wedge,Distance:50 yards,Condition:with a headwind,Shape:None,Outcome:in the bunker,Hole:hole 2",Technical shot voice log for NLP training
Pushed a driver into the stayed on the fringe.,ShotLog.Technical,"Club:driver,Distance:140 yards,Condition:wet fairway,Shape:None,Outcome:stayed on the fringe,Hole:hole 8",Technical shot voice log for NLP training
"Played a draw with my hybrid from 90 yards, ended up on the fairway.",ShotLog.Technical,"Club:hybrid,Distance:90 yards,Condition:off the tee,Shape:draw,Outcome:on the fairway,Hole:hole 14",Technical shot voice log for NLP training
"Putting for 150 yards, missed missed right.",ShotLog.Technical,"Club:2-iron,Distance:150 yards,Condition:downhill,Shape:fade,Outcome:missed right,Hole:hole 18",Technical shot voice log for NLP training
"Putting for 60 yards, missed on the fairway.",ShotLog.Technical,"Club:5-wood,Distance:60 yards,Condition:from the rough,Shape:hook,Outcome:on the fairway,Hole:hole 15",Technical shot voice log for NLP training
Hit a 8-iron from 50 feet.,ShotLog.Technical,"Club:8-iron,Distance:50 feet,Condition:downhill,Shape:fade,Outcome:in the bunker,Hole:hole 9",Technical shot voice log for NLP training
"Sand wedge shot from 120 yards, from the rough, landed missed short.",ShotLog.Technical,"Club:sand wedge,Distance:120 yards,Condition:from the rough,Shape:fade,Outcome:missed short,Hole:hole 15",Technical shot voice log for NLP training
Pushed a 3-iron into the in the water.,ShotLog.Technical,"Club:3-iron,Distance:100 feet,Condition:wet fairway,Shape:hook,Outcome:in the water,Hole:hole 15",Technical shot voice log for NLP training
Hit a lob wedge from 60 feet.,ShotLog.Technical,"Club:lob wedge,Distance:60 feet,Condition:with a headwind,Shape:None,Outcome:in the bunker,Hole:hole 13",Technical shot voice log for NLP training
