content_id,template_id,template_name,pillar,vark_mode,level,length,scenario_tags,pressure_level,lie_type,wind_condition,region_variant,script_text,cta_question,follow_up_prompt,confidence_rating_hint,do_not_say_flags
MC_00161,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Build,standard,after_good_shot_stay_present;after_bad_shot_release,medium,perfect,moderate,EU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Add one detail: pace and commitment.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the plan for the next one?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00162,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Build,deep,three_putt_frustration;after_bad_shot_release,low,rough,light,UK,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Add one detail: pace and commitment.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the plan for the next one?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00163,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Compete,micro,missed_short_putt;after_good_shot_stay_present,medium,tight,light,AU,"That shot is done. Let it go.
Narrow focus. Execute under pressure.
Say one phrase to yourself: “Smooth and committed.”",What’s the plan for the next one?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00164,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Compete,standard,after_good_shot_stay_present;after_bad_shot_release,high,tight,moderate,EU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Narrow focus. Execute under pressure.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the plan for the next one?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00165,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Compete,deep,after_good_shot_stay_present;three_putt_frustration,high,perfect,moderate,UK,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Narrow focus. Execute under pressure.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Can you release that shot in one breath?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00166,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Maintain,micro,after_bad_shot_release;after_good_shot_stay_present,medium,fairway_bunker,moderate,US,"That shot is done. Let it go.
Stay consistent. Trust what works.
Say one phrase to yourself: “Smooth and committed.”",What’s the plan for the next one?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00167,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Maintain,standard,after_bad_shot_release;after_good_shot_stay_present,medium,perfect,calm,US,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Stay consistent. Trust what works.
Use a quiet cue phrase. One sentence, same tone every time.",What’s the plan for the next one?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00168,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Aural,Maintain,deep,after_good_shot_stay_present;after_bad_shot_release,low,greenside_bunker,light,AU,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Stay consistent. Trust what works.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Can you release that shot in one breath?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00169,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Foundation,micro,after_bad_shot_release;after_good_shot_stay_present,medium,fairway_bunker,moderate,EU,"That shot is done. Let it go.
Keep it simple and repeatable.
Name the task in words: “Pick. Commit. Swing.”",Can you release that shot in one breath?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00170,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Foundation,standard,after_good_shot_stay_present;three_putt_frustration,low,perfect,light,EU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Keep it simple and repeatable.
Use a short written-style checklist in your head: target, plan, commit.",Can you release that shot in one breath?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00171,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Foundation,deep,three_putt_frustration;after_bad_shot_release,high,rough,light,US,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Keep it simple and repeatable.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the plan for the next one?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00172,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Build,micro,missed_short_putt;three_putt_frustration,low,perfect,moderate,US,"That shot is done. Let it go.
Add one detail: pace and commitment.
Name the task in words: “Pick. Commit. Swing.”",Can you release that shot in one breath?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00173,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Build,standard,after_bad_shot_release;missed_short_putt,low,tight,light,US,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Add one detail: pace and commitment.
Use a short written-style checklist in your head: target, plan, commit.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00174,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Build,deep,three_putt_frustration;after_good_shot_stay_present,medium,tight,calm,AU,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Add one detail: pace and commitment.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the plan for the next one?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00175,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Compete,micro,after_good_shot_stay_present;three_putt_frustration,medium,rough,strong,US,"That shot is done. Let it go.
Narrow focus. Execute under pressure.
Name the task in words: “Pick. Commit. Swing.”",Can you release that shot in one breath?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00176,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Compete,standard,after_bad_shot_release;missed_short_putt,medium,tight,calm,EU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Narrow focus. Execute under pressure.
Use a short written-style checklist in your head: target, plan, commit.",What’s the plan for the next one?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00177,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Compete,deep,after_good_shot_stay_present;missed_short_putt,low,greenside_bunker,strong,EU,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Narrow focus. Execute under pressure.
Run a 4-line script: target, plan, breath, commit. Then go.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00178,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Maintain,micro,after_good_shot_stay_present;after_bad_shot_release,low,tight,calm,UK,"That shot is done. Let it go.
Stay consistent. Trust what works.
Name the task in words: “Pick. Commit. Swing.”",Can you release that shot in one breath?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00179,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Maintain,standard,after_bad_shot_release;three_putt_frustration,medium,greenside_bunker,calm,US,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Stay consistent. Trust what works.
Use a short written-style checklist in your head: target, plan, commit.",What’s the plan for the next one?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00180,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,ReadWrite,Maintain,deep,after_bad_shot_release;after_good_shot_stay_present,high,fairway_bunker,calm,US,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Stay consistent. Trust what works.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the plan for the next one?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00181,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Foundation,micro,after_bad_shot_release;missed_short_putt,high,greenside_bunker,moderate,AU,"That shot is done. Let it go.
Keep it simple and repeatable.
Feel your feet. One slow exhale. Loose grip pressure.",Can you release that shot in one breath?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00182,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Foundation,standard,after_good_shot_stay_present;three_putt_frustration,low,greenside_bunker,moderate,EU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Keep it simple and repeatable.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What’s the plan for the next one?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00183,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Foundation,deep,after_bad_shot_release;after_good_shot_stay_present,low,tight,strong,US,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Keep it simple and repeatable.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00184,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Build,micro,after_bad_shot_release;missed_short_putt,medium,fairway_bunker,calm,UK,"That shot is done. Let it go.
Add one detail: pace and commitment.
Feel your feet. One slow exhale. Loose grip pressure.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00185,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Build,standard,three_putt_frustration;after_good_shot_stay_present,high,tight,light,EU,"Quick release: acknowledge it, then move on. Your next swing deserves a clean mind.
Add one detail: pace and commitment.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Can you release that shot in one breath?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00186,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Build,deep,missed_short_putt;after_bad_shot_release,medium,rough,moderate,EU,"Name it once—good or bad—then release. One breath. Turn your attention to the next plan.
Add one detail: pace and commitment.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Can you release that shot in one breath?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00187,MC_T04_POST_SHOT_LETTING_GO,Post-Shot Letting Go,CONTROL,Kinesthetic,Compete,micro,after_good_shot_stay_present;missed_short_putt,medium,fairway_bunker,light,US,"That shot is done. Let it go.
Narrow focus. Execute under pressure.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the plan for the next one?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
